;intézmény megyéje;intézmény városa;vizsgázó évfolyama;vizsgázó képzési típusa;vizsgázó neme;vizsgázó képzési munkarendje;vizsgatárgy neve;vizsga szintje;vizsga fajtája;vizsgamentesség;vizsga nyelve;érdemjegy;össz százalék;össz pontszám;vizsgázó részvétele;I. feleletválasztós kérdéssor;II. esszé: tartalom;II. esszé:  kifejtés módja;III. összetett feladatok;írásbeli pontszám;mérés és tételkifejtés: tartalmi helyesség;mérés és tételkifejtés: felépítés, kifejtés;szóbeli pontszám;év;szint;időszak;egy téma kifejtése kísérlettel vagy méréssel: tartalom;egy téma kifejtése kísérlettel vagy méréssel: felépítés, kifejtés;II. összetett feladatok
126;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;93.0;140.0;megjelent;32.0;;;;80.0;;;60.0;2013;K;tavasz;55.0;5.0;48.0
127;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;85.0;128.0;megjelent;26.0;;;;72.0;;;56.0;2013;K;tavasz;51.0;5.0;46.0
128;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;121.0;megjelent;22.0;;;;62.0;;;59.0;2013;K;tavasz;54.0;5.0;40.0
129;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;74.0;112.0;megjelent;28.0;;;;62.0;;;50.0;2013;K;tavasz;46.0;4.0;34.0
130;Borsod-Abaúj-Zemplén;Tiszaújváros;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;120.0;megjelent;28.0;;;;60.0;;;60.0;2013;K;tavasz;55.0;5.0;32.0
131;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;76.0;114.0;megjelent;20.0;;;;61.0;;;53.0;2013;K;tavasz;48.0;5.0;41.0
132;Borsod-Abaúj-Zemplén;Kazincbarcika;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;32.0;48.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
133;Borsod-Abaúj-Zemplén;Sárospatak;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;28.0;43.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
134;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;82.0;123.0;megjelent;20.0;;;;66.0;;;57.0;2013;K;tavasz;52.0;5.0;46.0
135;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;94.0;141.0;megjelent;32.0;;;;81.0;;;60.0;2013;K;tavasz;55.0;5.0;49.0
136;Borsod-Abaúj-Zemplén;Miskolc;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;24.0;37.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
137;Csongrád;Szeged;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;40.0;60.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
138;Csongrád;Hódmezõvásárhely;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;94.0;141.0;megjelent;34.0;;;;81.0;;;60.0;2013;K;tavasz;55.0;5.0;47.0
139;Csongrád;Makó;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;84.0;127.0;megjelent;28.0;;;;75.0;;;52.0;2013;K;tavasz;48.0;4.0;47.0
140;Csongrád;Szentes;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;130.0;megjelent;22.0;;;;70.0;;;60.0;2013;K;tavasz;55.0;5.0;48.0
141;Csongrád;Szeged;;gimnázium;nõ;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;1.0;18.0;27.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
142;Csongrád;Hódmezõvásárhely;;-;férfi;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;4.0;67.0;101.0;megjelent;16.0;;;;51.0;;;50.0;2013;K;tavasz;45.0;5.0;35.0
143;Csongrád;Szeged;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;33.0;50.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
144;Csongrád;Makó;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;60.0;90.0;megjelent;24.0;;;;64.0;;;26.0;2013;K;tavasz;23.0;3.0;40.0
145;Csongrád;Szentes;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;90.0;136.0;megjelent;30.0;;;;76.0;;;60.0;2013;K;tavasz;55.0;5.0;46.0
146;Csongrád;Szeged;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;96.0;144.0;megjelent;34.0;;;;84.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
147;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;72.0;109.0;megjelent;30.0;;;;64.0;;;45.0;2013;K;tavasz;40.0;5.0;34.0
148;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;83.0;125.0;megjelent;24.0;;;;70.0;;;55.0;2013;K;tavasz;50.0;5.0;46.0
149;Fejér;Sárbogárd;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;28.0;43.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
150;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;66.0;99.0;megjelent;16.0;;;;53.0;;;46.0;2013;K;tavasz;42.0;4.0;37.0
151;Fejér;Sárbogárd;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;121.0;megjelent;24.0;;;;62.0;;;59.0;2013;K;tavasz;54.0;5.0;38.0
152;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;85.0;128.0;megjelent;20.0;;;;68.0;;;60.0;2013;K;tavasz;55.0;5.0;48.0
153;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;81.0;122.0;megjelent;28.0;;;;68.0;;;54.0;2013;K;tavasz;49.0;5.0;40.0
154;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;130.0;megjelent;24.0;;;;70.0;;;60.0;2013;K;tavasz;55.0;5.0;46.0
155;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;98.0;148.0;megjelent;38.0;;;;88.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
156;Fejér;Székesfehérvár;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;76.0;115.0;megjelent;28.0;;;;55.0;;;60.0;2013;K;tavasz;55.0;5.0;27.0
157;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;120.0;megjelent;20.0;;;;60.0;;;60.0;2013;K;tavasz;55.0;5.0;40.0
158;Fejér;Dunaújváros;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;84.0;127.0;megjelent;34.0;;;;74.0;;;53.0;2013;K;tavasz;48.0;5.0;40.0
159;Fejér;Dunaújváros;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;66.0;100.0;megjelent;16.0;;;;56.0;;;44.0;2013;K;tavasz;40.0;4.0;40.0
160;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;70.0;106.0;megjelent;22.0;;;;46.0;;;60.0;2013;K;tavasz;55.0;5.0;24.0
161;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;90.0;135.0;megjelent;26.0;;;;75.0;;;60.0;2013;K;tavasz;55.0;5.0;49.0
162;Fejér;Székesfehérvár;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;35.0;53.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
163;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;90.0;136.0;megjelent;32.0;;;;76.0;;;60.0;2013;K;tavasz;55.0;5.0;44.0
164;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;87.0;131.0;megjelent;26.0;;;;76.0;;;55.0;2013;K;tavasz;50.0;5.0;50.0
165;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;28.0;42.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
166;Fejér;Dunaújváros;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;3.0;55.0;83.0;megjelent;22.0;;;;51.0;;;32.0;2013;K;tavasz;29.0;3.0;29.0
167;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;89.0;134.0;megjelent;24.0;;;;74.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
168;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;89.0;134.0;megjelent;32.0;;;;74.0;;;60.0;2013;K;tavasz;55.0;5.0;42.0
169;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;88.0;133.0;megjelent;30.0;;;;73.0;;;60.0;2013;K;tavasz;55.0;5.0;43.0
170;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;67.0;101.0;megjelent;20.0;;;;56.0;;;45.0;2013;K;tavasz;40.0;5.0;36.0
171;Fejér;Dunaújváros;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;82.0;123.0;megjelent;24.0;;;;68.0;;;55.0;2013;K;tavasz;50.0;5.0;44.0
172;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;63.0;95.0;megjelent;20.0;;;;46.0;;;49.0;2013;K;tavasz;45.0;4.0;26.0
173;Fejér;Székesfehérvár;13.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;38.0;57.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
174;Fejér;Dunaújváros;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;83.0;125.0;megjelent;30.0;;;;72.0;;;53.0;2013;K;tavasz;48.0;5.0;42.0
175;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;85.0;128.0;megjelent;24.0;;;;68.0;;;60.0;2013;K;tavasz;55.0;5.0;44.0
176;Fejér;Székesfehérvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;23.0;35.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
177;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;66.0;99.0;megjelent;22.0;;;;64.0;;;35.0;2013;K;tavasz;32.0;3.0;42.0
178;Fejér;Székesfehérvár;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;20.0;30.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
179;Fejér;Székesfehérvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;25.0;38.0;megjelent;18.0;;;;38.0;;;0.0;2013;K;tavasz;0.0;0.0;20.0
180;Fejér;Sárbogárd;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;61.0;92.0;megjelent;24.0;;;;44.0;;;48.0;2013;K;tavasz;44.0;4.0;20.0
181;Gyõr-Moson-Sopron;Gyõr;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;5.0;80.0;120.0;megjelent;24.0;;;;60.0;;;60.0;2013;K;tavasz;55.0;5.0;36.0
182;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;32.0;49.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
183;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;85.0;128.0;megjelent;24.0;;;;68.0;;;60.0;2013;K;tavasz;55.0;5.0;44.0
184;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;36.0;55.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
185;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;129.0;megjelent;26.0;;;;69.0;;;60.0;2013;K;tavasz;55.0;5.0;43.0
186;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;31.0;47.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
187;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;84.0;127.0;megjelent;20.0;;;;67.0;;;60.0;2013;K;tavasz;55.0;5.0;47.0
188;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;129.0;megjelent;24.0;;;;69.0;;;60.0;2013;K;tavasz;55.0;5.0;45.0
189;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;42.0;63.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
190;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;120.0;megjelent;28.0;;;;61.0;;;59.0;2013;K;tavasz;55.0;4.0;33.0
191;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;120.0;megjelent;22.0;;;;69.0;;;51.0;2013;K;tavasz;46.0;5.0;47.0
192;Gyõr-Moson-Sopron;Gyõr;;-;férfi;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;4.0;76.0;115.0;megjelent;24.0;;;;55.0;;;60.0;2013;K;tavasz;55.0;5.0;31.0
193;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;34.0;51.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
194;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;68.0;102.0;megjelent;20.0;;;;45.0;;;57.0;2013;K;tavasz;53.0;4.0;25.0
195;Gyõr-Moson-Sopron;Gyõr;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;36.0;55.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
196;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;71.0;107.0;megjelent;22.0;;;;47.0;;;60.0;2013;K;tavasz;55.0;5.0;25.0
197;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;91.0;137.0;megjelent;36.0;;;;77.0;;;60.0;2013;K;tavasz;55.0;5.0;41.0
198;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;96.0;144.0;megjelent;34.0;;;;84.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
199;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;88.0;132.0;megjelent;30.0;;;;72.0;;;60.0;2013;K;tavasz;55.0;5.0;42.0
200;Hajdú-Bihar;Debrecen;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;78.0;117.0;megjelent;28.0;;;;59.0;;;58.0;2013;K;tavasz;54.0;4.0;31.0
201;Hajdú-Bihar;Debrecen;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;45.0;68.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
202;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;66.0;100.0;megjelent;20.0;;;;41.0;;;59.0;2013;K;tavasz;54.0;5.0;21.0
203;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;javító;-;magyar;3.0;55.0;83.0;megjelent;28.0;;;;61.0;;;22.0;2013;K;tavasz;20.0;2.0;33.0
204;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;130.0;megjelent;28.0;;;;70.0;;;60.0;2013;K;tavasz;55.0;5.0;42.0
205;Hajdú-Bihar;Debrecen;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;74.0;112.0;megjelent;18.0;;;;56.0;;;56.0;2013;K;tavasz;52.0;4.0;38.0
206;Hajdú-Bihar;Debrecen;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;5.0;93.0;140.0;megjelent;34.0;;;;80.0;;;60.0;2013;K;tavasz;55.0;5.0;46.0
207;Hajdú-Bihar;Debrecen;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;73.0;110.0;megjelent;24.0;;;;59.0;;;51.0;2013;K;tavasz;46.0;5.0;35.0
208;Komárom-Esztergom;Esztergom;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;87.0;131.0;megjelent;28.0;;;;71.0;;;60.0;2013;K;tavasz;55.0;5.0;43.0
209;Komárom-Esztergom;Esztergom;13.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;76.0;114.0;megjelent;20.0;;;;60.0;;;54.0;2013;K;tavasz;50.0;4.0;40.0
210;Komárom-Esztergom;Tatabánya;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;elõrehozott;-;magyar;4.0;68.0;103.0;megjelent;22.0;;;;44.0;;;59.0;2013;K;tavasz;54.0;5.0;22.0
211;Komárom-Esztergom;Komárom;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;66.0;100.0;megjelent;14.0;;;;47.0;;;53.0;2013;K;tavasz;49.0;4.0;33.0
212;Komárom-Esztergom;Esztergom;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;70.0;105.0;megjelent;24.0;;;;55.0;;;50.0;2013;K;tavasz;46.0;4.0;31.0
213;Komárom-Esztergom;Esztergom;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;2.0;36.0;55.0;megjelent;14.0;;;;27.0;;;28.0;2013;K;tavasz;27.0;1.0;13.0
214;Komárom-Esztergom;Tatabánya;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;elõrehozott;-;magyar;4.0;63.0;95.0;megjelent;20.0;;;;39.0;;;56.0;2013;K;tavasz;52.0;4.0;19.0
215;Komárom-Esztergom;Esztergom;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;92.0;138.0;megjelent;34.0;;;;78.0;;;60.0;2013;K;tavasz;55.0;5.0;44.0
216;Komárom-Esztergom;Tatabánya;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
217;Komárom-Esztergom;Tatabánya;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;65.0;98.0;megjelent;18.0;;;;44.0;;;54.0;2013;K;tavasz;50.0;4.0;26.0
218;Komárom-Esztergom;Tatabánya;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;elõrehozott;-;magyar;4.0;73.0;110.0;megjelent;16.0;;;;50.0;;;60.0;2013;K;tavasz;55.0;5.0;34.0
219;Komárom-Esztergom;Tatabánya;12.0;gimnázium;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;elõrehozott;-;magyar;1.0;6.0;10.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
220;Komárom-Esztergom;Esztergom;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;93.0;140.0;megjelent;32.0;;;;80.0;;;60.0;2013;K;tavasz;55.0;5.0;48.0
221;Nógrád;Balassagyarmat;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;80.0;121.0;megjelent;22.0;;;;63.0;;;58.0;2013;K;tavasz;53.0;5.0;41.0
222;Nógrád;Balassagyarmat;11.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;96.0;144.0;megjelent;34.0;;;;84.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
223;Pest;Vác;;szakközép;nõ;nappali;fizika;közép;javító;-;magyar;;;;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
224;Pest;Budaörs;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;129.0;megjelent;26.0;;;;70.0;;;59.0;2013;K;tavasz;54.0;5.0;44.0
225;Pest;Monor;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;60.0;90.0;megjelent;18.0;;;;53.0;;;37.0;2013;K;tavasz;36.0;1.0;35.0
226;Pest;Érd;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;70.0;105.0;megjelent;22.0;;;;53.0;;;52.0;2013;K;tavasz;50.0;2.0;31.0
227;Pest;Budaörs;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;52.0;79.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
228;Pest;Vác;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;38.0;57.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
229;Pest;Fót;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;79.0;119.0;megjelent;26.0;;;;59.0;;;60.0;2013;K;tavasz;55.0;5.0;33.0
230;Pest;Gödöllõ;12.0;gimnázium;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;elõrehozott;-;magyar;3.0;50.0;76.0;megjelent;18.0;;;;35.0;;;41.0;2013;K;tavasz;37.0;4.0;17.0
231;Pest;Gödöllõ;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;3.0;51.0;77.0;megjelent;10.0;;;;27.0;;;50.0;2013;K;tavasz;46.0;4.0;17.0
232;Pest;Budaörs;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;92.0;138.0;megjelent;28.0;;;;78.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
233;Pest;Vác;12.0;szakközép;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;98.0;148.0;megjelent;38.0;;;;88.0;;;60.0;2013;K;tavasz;55.0;5.0;50.0
234;Somogy;Kaposvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;74.0;112.0;megjelent;24.0;;;;57.0;;;55.0;2013;K;tavasz;50.0;5.0;33.0
235;Somogy;Kaposvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;1.0;33.0;50.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
236;Somogy;Kaposvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;az írásbeli vizsga helyett szóbeli vizsgát tesz (100/1997. Korm. rend. 37. § (1)-(3));magyar;5.0;99.0;119.0;megjelent;;;;;;;;119.0;2013;K;tavasz;109.0;10.0;
237;Somogy;Kaposvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;81.0;122.0;megjelent;24.0;;;;64.0;;;58.0;2013;K;tavasz;53.0;5.0;40.0
238;Somogy;Siófok;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;5.0;83.0;125.0;megjelent;24.0;;;;65.0;;;60.0;2013;K;tavasz;55.0;5.0;41.0
239;Somogy;Kaposvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;83.0;125.0;megjelent;30.0;;;;65.0;;;60.0;2013;K;tavasz;55.0;5.0;35.0
240;Somogy;Kaposvár;12.0;gimnázium;nõ;nappali;fizika;közép;elõrehozott;-;magyar;4.0;75.0;113.0;megjelent;20.0;;;;56.0;;;57.0;2013;K;tavasz;52.0;5.0;36.0
241;Somogy;Kaposvár;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;1.0;30.0;45.0;nem jelent meg;;;;;;;;;2013;K;tavasz;;;
242;Somogy;Siófok;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;95.0;143.0;megjelent;34.0;;;;83.0;;;60.0;2013;K;tavasz;55.0;5.0;49.0
243;Somogy;Siófok;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;61.0;92.0;megjelent;24.0;;;;55.0;;;37.0;2013;K;tavasz;34.0;3.0;31.0
244;Szabolcs-Szatmár-Bereg;Kisvárda;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;94.0;142.0;megjelent;34.0;;;;82.0;;;60.0;2013;K;tavasz;55.0;5.0;48.0
245;Szabolcs-Szatmár-Bereg;Nyíregyháza;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;64.0;96.0;megjelent;18.0;;;;36.0;;;60.0;2013;K;tavasz;55.0;5.0;18.0
246;Szabolcs-Szatmár-Bereg;Biri;;-;férfi;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;4.0;65.0;98.0;megjelent;22.0;;;;38.0;;;60.0;2013;K;tavasz;55.0;5.0;16.0
247;Szabolcs-Szatmár-Bereg;Nyíregyháza;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;62.0;93.0;megjelent;16.0;;;;45.0;;;48.0;2013;K;tavasz;44.0;4.0;29.0
248;Szabolcs-Szatmár-Bereg;Nyíregyháza;6.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;4.0;68.0;102.0;megjelent;26.0;;;;42.0;;;60.0;2013;K;tavasz;55.0;5.0;16.0
249;Szabolcs-Szatmár-Bereg;Nyíregyháza;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;62.0;93.0;megjelent;14.0;;;;43.0;;;50.0;2013;K;tavasz;45.0;5.0;29.0
